t,repeatability,bigint_repeatability,contributionS,thisS
1438,250047,250047 (e0),745081928823393 (e0),123174361487233818155 (e0)
1439,238328,238328 (e0),711643594752000 (e0),123175073130828570155 (e0)
1440,226981,226981 (e0),679174618493701 (e0),123175752305447063856 (e0)
1441,216000,216000 (e0),647663663808000 (e0),123176399969110871856 (e0)
1442,205379,205379 (e0),617099263666353 (e0),123177017068374538209 (e0)
1443,195112,195112 (e0),587469819755008 (e0),123177604538194293217 (e0)
1444,185193,185193 (e0),558763601977125 (e0),123178163301796270342 (e0)
1445,175616,175616 (e0),530968747954176 (e0),123178694270544224518 (e0)
1446,166375,166375 (e0),504073262526625 (e0),123179198343806751143 (e0)
1447,157464,157464 (e0),478065017253888 (e0),123179676408824005031 (e0)
1448,148877,148877 (e0),452931749913573 (e0),123180129340573918604 (e0)
1449,140608,140608 (e0),428661064000000 (e0),123180558001637918604 (e0)
1450,132651,132651 (e0),405240428222001 (e0),123180963242066140605 (e0)
1451,125000,125000 (e0),382657176000000 (e0),123181345899242140605 (e0)
1452,117649,117649 (e0),360898504962373 (e0),123181706797747102978 (e0)
1453,110592,110592 (e0),339951476441088 (e0),123182046749223544066 (e0)
1454,103823,103823 (e0),319803014966625 (e0),123182366552238510691 (e0)
1455,97336,97336 (e0),300439907762176 (e0),123182666992146272867 (e0)
1456,91125,91125 (e0),281848804237125 (e0),123182948840950509992 (e0)
1457,85184,85184 (e0),264016215479808 (e0),123183212857165989800 (e0)
1458,79507,79507 (e0),246928513749553 (e0),123183459785679739353 (e0)
1459,74088,74088 (e0),230571931968000 (e0),123183690357611707353 (e0)
1460,68921,68921 (e0),214932563209701 (e0),123183905290174917054 (e0)
1461,64000,64000 (e0),199996360192000 (e0),123184105286535109054 (e0)
1462,59319,59319 (e0),185749134764193 (e0),123184291035669873247 (e0)
1463,54872,54872 (e0),172176557395968 (e0),123184463212227269215 (e0)
1464,50653,50653 (e0),159264156665125 (e0),123184622476383934340 (e0)
1465,46656,46656 (e0),146997318744576 (e0),123184769473702678916 (e0)
1466,42875,42875 (e0),135361286888625 (e0),123184904834989567541 (e0)
1467,39304,39304 (e0),124341160918528 (e0),123185029176150486069 (e0)
1468,35937,35937 (e0),113921896707333 (e0),123185143098047193402 (e0)
1469,32768,32768 (e0),104088305664000 (e0),123185247186352857402 (e0)
1470,29791,29791 (e0),94825054216801 (e0),123185342011407074203 (e0)
1471,27000,27000 (e0),86116663296000 (e0),123185428128070370203 (e0)
1472,24389,24389 (e0),77947507815813 (e0),123185506075578186016 (e0)
1473,21952,21952 (e0),70301816155648 (e0),123185576377394341664 (e0)
1474,19683,19683 (e0),63163669640625 (e0),123185639541063982289 (e0)
1475,17576,17576 (e0),56517002021376 (e0),123185696058066003665 (e0)
1476,15625,15625 (e0),50345598953125 (e0),123185746403664956790 (e0)
1477,13824,13824 (e0),44633097474048 (e0),123185791036762430838 (e0)
1478,12167,12167 (e0),39362985482913 (e0),123185830399747913751 (e0)
1479,10648,10648 (e0),34518601216000 (e0),123185864918349129751 (e0)
1480,9261,9261 (e0),30083132723301 (e0),123185895001481853052 (e0)
1481,8000,8000 (e0),26039617344000 (e0),123185921041099197052 (e0)
1482,6859,6859 (e0),22370941181233 (e0),123185943412040378285 (e0)
1483,5832,5832 (e0),19059838576128 (e0),123185962471878954413 (e0)
1484,4913,4913 (e0),16088891581125 (e0),123185978560770535538 (e0)
1485,4096,4096 (e0),13440529432576 (e0),123185992001299968114 (e0)
1486,3375,3375 (e0),11097028022625 (e0),123186003098327990739 (e0)
1487,2744,2744 (e0),9040509370368 (e0),123186012138837361107 (e0)
1488,2197,2197 (e0),7252941092293 (e0),123186019391778453400 (e0)
1489,1728,1728 (e0),5716135872000 (e0),123186025107914325400 (e0)
1490,1331,1331 (e0),4411750929201 (e0),123186029519665254601 (e0)
1491,1000,1000 (e0),3321287488000 (e0),123186032840952742601 (e0)
1492,729,729 (e0),2426090244453 (e0),123186035267042987054 (e0)
1493,512,512 (e0),1707346833408 (e0),123186036974389820462 (e0)
1494,343,343 (e0),1146087294625 (e0),123186038120477115087 (e0)
1495,216,216 (e0),723183538176 (e0),123186038843660653263 (e0)
1496,125,125 (e0),419348809125 (e0),123186039263009462388 (e0)
1497,64,64 (e0),215137151488 (e0),123186039478146613876 (e0)
1498,27,27 (e0),90942871473 (e0),123186039569089485349 (e0)
1499,8,8 (e0),27000000000 (e0),123186039596089485349 (e0)
1500,1,1 (e0),3381754501 (e0),123186039599471239850 (e0)
