1,2,2,3
1,4,8,9
1,6,18,19
1,8,32,33
1,10,50,51
1,12,72,73
1,14,98,99
2,3,6,7
2,4,4,6
2,5,14,15
2,6,9,11
2,7,26,27
2,8,16,18
2,9,42,43
2,10,25,27
2,11,62,63
2,12,36,38
2,13,86,87
2,14,49,51
3,4,12,13
3,6,22,23
3,8,36,37
3,10,54,55
3,12,76,77
3,14,102,103
